TransactionDate,HouseAge,DistanceToMRT,ConvenienceStores,Latitude,Longitude,UnitPriceArea,PricePerYear
2013.417,35.3,614.1394,7,24.97913,121.53666,33.1,0.9350282485875707
2012.917,17.3,2261.432,4,24.96182,121.51222,29.5,1.6954022988505746
2012.75,14.2,1801.544,1,24.95153,121.55254,24.8,1.7342657342657344
2012.833,15.0,1828.319,2,24.96464,121.51531,20.9,1.3841059602649006
2013.417,18.2,350.8515,1,24.97544,121.53119,43.1,2.3551912568306013
2012.667,20.2,2185.128,3,24.96322,121.51237,22.8,1.1231527093596059
2012.75,15.9,289.3248,5,24.98203,121.54348,42.1,2.63125
2013.5,4.1,312.8963,5,24.95591,121.53956,51.7,12.309523809523812
2013.0,33.9,157.6052,7,24.96628,121.54196,41.5,1.2205882352941178
2013.083,0.0,274.0144,1,24.9748,121.53059,52.2,522.0
2013.25,5.4,390.5684,5,24.97937,121.54245,49.5,9.0
2013.25,21.7,1157.988,0,24.96165,121.55011,23.8,1.091743119266055
2013.417,14.7,1717.193,2,24.96447,121.51649,30.5,2.060810810810811
2013.333,3.9,49.66105,8,24.95836,121.53756,56.8,14.2
2013.333,37.3,587.8877,8,24.97077,121.54634,37.4,1.0
2013.333,0.0,292.9978,6,24.97744,121.54458,69.7,697.0
2013.333,14.1,289.3248,5,24.98203,121.54348,53.3,3.7535211267605635
2013.417,8.0,132.5469,9,24.98298,121.53981,47.3,5.839506172839506
2013.0,16.3,3529.564,0,24.93207,121.51597,29.3,1.7865853658536583
2012.667,29.1,506.1144,4,24.97845,121.53889,40.3,1.3801369863013697
2012.75,16.1,4066.587,0,24.94297,121.50342,12.9,0.7962962962962962
2013.0,18.3,82.88643,10,24.983,121.54026,46.6,2.532608695652174
2012.833,0.0,185.4296,0,24.9711,121.5317,55.3,552.9999999999999
2013.25,16.2,2103.555,3,24.96042,121.51462,25.6,1.5705521472392638
2013.5,10.4,2251.938,4,24.95957,121.51353,27.3,2.6
2013.25,40.9,122.3619,8,24.96756,121.5423,67.7,1.651219512195122
2013.5,32.8,377.8302,9,24.97151,121.5435,38.6,1.1732522796352585
2013.583,6.2,1939.749,1,24.95155,121.55387,31.3,4.968253968253968
2013.083,42.7,443.802,6,24.97927,121.53874,35.3,0.8247663551401868
2013.0,16.9,967.4,4,24.98872,121.53408,40.3,2.3705882352941177
2013.5,32.6,4136.271,1,24.95544,121.4963,24.7,0.7553516819571865
2012.917,21.2,512.5487,4,24.974,121.53842,42.5,1.9953051643192488
2012.667,37.1,918.6357,1,24.97198,121.55063,31.9,0.85752688172043
2013.417,13.1,1164.838,4,24.99156,121.53406,32.2,2.43939393939394
2013.417,14.7,1717.193,2,24.96447,121.51649,23.0,1.5540540540540542
2012.917,12.7,170.1289,1,24.97371,121.52984,37.3,2.9140625
2013.25,26.8,482.7581,5,24.97433,121.53863,35.5,1.3197026022304832
2013.083,7.6,2175.03,3,24.96305,121.51254,27.7,3.597402597402598
2012.833,12.7,187.4823,1,24.97388,121.52981,28.5,2.2265625
2012.667,30.9,161.942,9,24.98353,121.53966,39.7,1.2806451612903227
2013.333,16.4,289.3248,5,24.98203,121.54348,41.2,2.496969696969697
2012.667,23.0,130.9945,6,24.95663,121.53765,37.2,1.6103896103896105
2013.167,1.9,372.1386,7,24.97293,121.54026,40.5,20.25
2013.0,5.2,2408.993,0,24.95505,121.55964,22.3,4.207547169811321
2013.417,18.5,2175.744,3,24.9633,121.51243,28.1,1.510752688172043
2013.0,13.7,4082.015,0,24.94155,121.50381,15.4,1.1159420289855073
2012.667,5.6,90.45606,9,24.97433,121.5431,50.0,8.771929824561404
2013.25,18.8,390.9696,7,24.97923,121.53986,40.6,2.148148148148148
2013.0,8.1,104.8101,5,24.96674,121.54067,52.5,6.402439024390245
2013.5,6.5,90.45606,9,24.97433,121.5431,63.9,9.681818181818182
